id,place_id,name,formatted_address,formatted_phone_number,international_phone_number,lat,long,rating,url,vicinity,website,state,city
6172,ChIJq-NajZnYlx4RDIzW1fW7rfY,50 On Greeff Guest House,"50 Greef Street, Lichtenburg, 2740, South Africa",072 381 3224,+27 72 381 3224,-26.1530268,26.1649845,4.6,https://maps.google.com/?cid=17775069968830204940,"50 Greef Street, Lichtenburg",not available,North West,Ngaka Modiri Molema
21985,ChIJP2h_9zZazB0RDUNO4ZYEOfs,50 on Theal,"50 Theal St, Parow North, Cape Town, 7500, South Africa",082 437 8847,+27 82 437 8847,-33.88862,18.57821,3.9,https://maps.google.com/?cid=18102505223264027405,"50 Theal Street, Parow North, Cape Town",not available,Western Cape,parow
22032,ChIJxat4tJrvzB0Rk57j672620Y,50 Shades Guesthouse & Function Venue,"22 Groenerivier Estate, Klein, Dassenberg Rd, Cape Farms, Cape Town, South Africa",083 264 8489,+27 83 264 8489,-33.573422,18.6054773,5,https://maps.google.com/?cid=5105879927423737491,"22 Groenerivier Estate, Klein, Dassenberg Rd, Cape Farms, Cape Town",http://50shadesbnb.co.za/,Western Cape,philadelphia
10795,ChIJaZdAtgYNkR4RHURZ7hBY3Ts,51 on Church Guesthouse Welkom,"51 Church St, Doorn, Welkom, 9459, South Africa",082 799 6297,+27 82 799 6297,-27.98102,26.75416,3.8,https://maps.google.com/?cid=4313700847832351773,"51 Church Street, Doorn, Welkom",https://51-on-church-guesthouse-welkom.business.site/,Free State,Lejweleputswa
20364,ChIJjxgYcpNczB0RVzHf47w3Qw0,51 on Forest Drive Lodge,"51 Forest Drive Service Rd, Pinelands, Cape Town, 7405, South Africa",021 531 4020,+27 21 531 4020,-33.940209,18.501151,4.7,https://maps.google.com/?cid=955668830349111639,"51 Forest Drive Service Road, Pinelands, Cape Town",http://www.forestdrive.co.za/,Western Cape,hanover park
19750,ChIJQecqjwAOlR4RDeEJsBGfixc,51 on York Lodge,"51 York Rd, South Kensington, Johannesburg, 2094, South Africa",083 287 5577,+27 83 287 5577,-26.18568,28.10897,4.1,https://maps.google.com/?cid=1696624582951821581,"51 York Road, South Kensington, Johannesburg",https://51-on-york-lodge.business.site/,Gauteng,malvern east
34498,ChIJOxqwwusT9x4RcLAPCtRUUAI,515 Zimbali Suites,"5 Cork wood road, Zimbali Coastal Resort, Port Zimbali, Dolphin Coast, 4405, South Africa",082 387 2384,+27 82 387 2384,-29.5624665,31.1889754,4.6,https://maps.google.com/?cid=166726455891308656,"5 Cork wood road, Zimbali Coastal Resort, Dolphin Coast",not available,KwaZulu Natal,tongaat
22208,ChIJtxUkfOJmzB0RO0O-Xz0afoc,52 De Wet,"52 De Wet Rd, Bantry Bay, Cape Town, 8005, South Africa",021 434 5929,+27 21 434 5929,-33.929988,18.379646,4.8,https://maps.google.com/?cid=9763269893087445819,"52 De Wet Road, Bantry Bay, Cape Town",http://www.52dewet.co.za/,Western Cape,bantry bay
23951,ChIJu7ieYzBclB4RSjJpm_v6RB4,52 Oaks Guest House,"52 Totius St, Sasolburg, 1947, South Africa",087 170 0967,+27 87 170 0967,-26.7999885,27.8166523,4.8,https://maps.google.com/?cid=2181144078105260618,"52 Totius Street, Sasolburg",http://www.52oaksguesthouse.co.za/,Free State,zamdela
21537,ChIJO2j8-SzSzB0RGHM8ohJNYNQ,52 on MAIN Accommodation,"52 Main St, Moorreesburg, 7310, South Africa",084 586 5611,+27 84 586 5611,-33.1588079,18.6623577,4.5,https://maps.google.com/?cid=15303316276231566104,"52 Main Street, Moorreesburg",not available,Western Cape,koringberg
20239,ChIJRbGX1cQJ0h0RQGRnZVbjhuY,52 on Oak,"52 Oak St, Greyton, 7233, South Africa",074 737 8225,+27 74 737 8225,-34.0502388,19.6087964,0,https://maps.google.com/?cid=16611214235810620480,"52 Oak Street, Greyton",not available,Western Cape,greyton
6716,ChIJ_z4nQIkT9x4RiPc-7mivGFo,522 Zimbali Suites,"5 Cork Wood Drive Zimbali Coastal Resort, Zimbali Coastal Estate, Dolphin Coast, 4420, South Africa",082 387 2384,+27 82 387 2384,-29.5462649,31.2009855,4.9,https://maps.google.com/?cid=6492131728063133576,"5 Cork Wood Drive Zimbali Coastal Resort, Dolphin Coast",not available,Province of KwaZulu-Natal,iLembe District Municipality
22946,ChIJaZPLUSW1zR0RJwsST8CJepo,53 Pyracantha Street,"53 Pyracantha St, Heldervue, Faure, 7130, South Africa",071 561 5660,+27 71 561 5660,-34.05738,18.82017,4.8,https://maps.google.com/?cid=11131360888052910887,"53 Pyracantha Street, Heldervue, Faure",http://53pyracanthastreet.southafricahotels.website/,Western Cape,macassar
19789,ChIJ7Xu6XY0MlR4Rmbzksr9bl_E,54 on Bath,"54 Bath Ave, Rosebank, Johannesburg, 2196, South Africa",011 344 8500,+27 11 344 8500,-26.1458114,28.0406202,4.5,https://maps.google.com/?cid=17408483763522157721,"54 Bath Avenue, Rosebank, Johannesburg",https://www.tsogosun.com/54-on-bath?chebs=gl-hotel_54-on-bath&utm_source=google&utm_medium=businesslisting&utm_campaign=hotel_54-on-bath,Gauteng,meule
22890,ChIJ_YqFHTqTMxwRwQ6B4QXR3L8,54 On Strand,"54 Strand St, Lambert's Bay, 8130, South Africa",082 456 4299,+27 82 456 4299,-32.096798,18.302972,4.3,https://maps.google.com/?cid=13825154779308953281,"54 Strand Street, Lambert's Bay",http://www.lambertsbay.com/,Western Cape,lambertsbaai
14568,ChIJw1iA1Xe89h4RgEpltAeM-Jg,56rosedale,"48 Rosedale Rd, Mountain Rise, Pietermaritzburg, 3201, South Africa",073 061 0688,+27 73 061 0688,-29.5788701,30.4038816,0,https://maps.google.com/?cid=11022714052708485760,"48 Rosedale Road, Mountain Rise, Pietermaritzburg",not available,Limpopo,allandale
20440,ChIJBfyeWD8F1h0RzhiJ1nMFDlE,57 on Plover,"57 Plover Rd, Heatherlands, George, 6529, South Africa",082 339 3343,+27 82 339 3343,-33.950189,22.453001,4.4,https://maps.google.com/?cid=5840611761824798926,"57 Plover Road, Heatherlands, George",https://57-on-plover.business.site/,Western Cape,heatherlands
21646,ChIJj_CSsMLKzR0RQonqQOVcFLY,58 on Beach,"58 Beach Rd, Van Ryneveld, Cape Town, 7140, South Africa",082 822 8897,+27 82 822 8897,-34.12007,18.8304,5,https://maps.google.com/?cid=13120213754143476034,"58 Beach Road, Van Ryneveld, Cape Town",not available,Western Cape,weltevreden
20000,ChIJCcrQeusMlR4RfIO1ZpZv4CM,58 On Hume Boutique Bed and Breakfast,"58 Hume Rd, Dunkeld, Randburg, 2196, South Africa",074 113 9992,+27 74 113 9992,-26.1383983,28.0442636,5,https://maps.google.com/?cid=2585188877869613948,"58 Hume Road, Dunkeld, Randburg",http://www.58onhume.co.za/,Gauteng,dunkeld
34159,ChIJs4ORTiYV9x4RLC_DkgC0Gh0,59 On Gail,"59 Gail St, Sheffield Beach, Dolphin Coast, 4420, South Africa",082 565 8839,+27 82 565 8839,-29.4850572,31.2492786,4.6,https://maps.google.com/?cid=2097186491049652012,"59 Gail Street, Sheffield Beach, Dolphin Coast",not available,KwaZulu Natal,groutville
18740,ChIJ5R4XB5AFlR4RvSRvpt-5IdQ,59 On True North Guest Rooms,"59 True N Rd, Mulbarton, Johannesburg South, 2058, South Africa",063 462 8824,+27 63 462 8824,-26.29445,28.053728,4.7,https://maps.google.com/?cid=15285702980493321405,"59 True North Road, Mulbarton, Johannesburg South",http://www.guestaccommodation.co.za/,Gauteng,hartzenbergfontein
15892,ChIJP_IBllfAvx4RV4L-UQkjeWQ,5952 Room 2 Let,"Kanana Ext 1, Hammanskraal, Pretoria, 0400, South Africa",082 043 1113,+27 82 043 1113,-25.407912,28.25451,3.6,https://maps.google.com/?cid=7239856398912094807,"Kanana Ext 1, Hammanskraal, Pretoria",not available,North West,hammanskraal
21716,ChIJZ8AL3o8HzR0RgAZlRD4nhmQ,5Konings Accommodation,"5 Koning, Groenvlei, Paarl, 7646, South Africa",084 400 4525,+27 84 400 4525,-33.7125865,18.9636623,4.3,https://maps.google.com/?cid=7243520199060948608,"5 Koning, Groenvlei, Paarl",not available,Western Cape,windmeul
33824,ChIJBfc2mKlGzB0RFbcTlJGL_2A,5on14 Self Catering Cottages Accommodation,"14th Ave, Strandfontein Road, Schaapkraal, Philippi, Cape Town, 7941, South Africa",084 530 4221,+27 84 530 4221,-34.051752,18.529837,2.3,https://maps.google.com/?cid=6989458604073137941,"14th Ave, Strandfontein Road, Schaapkraal, Cape Town",not available,Eastern Cape,schaapkraal
15663,ChIJvYo9K65S5okRwp92T95v6oY,5th Ave Motel,"1695 Berlin Turnpike, Wethersfield, CT 06109, USA",(860) 529-7119,+1 860-529-7119,41.7086215,-72.7010925,4,https://maps.google.com/?cid=9721705746239233986,"1695 Berlin Turnpike, Wethersfield",not available,Limpopo,newington
6279,ChIJiUrD8hULlR4RbXSNq0PIOvM,5th Avenue Gooseberry Guest House,"44 5th Ave, Linden, Randburg, 2104, South Africa",011 888 5587,+27 11 888 5587,-26.14533,27.99072,4.6,https://maps.google.com/?cid=17526541092832244845,"44 5th Avenue, Linden, Randburg",http://www.gooseberryguesthouse.co.za/,Gauteng,City of Johannesburg Metropolitan Municipality
20012,ChIJF0g90lESlR4RU7MFadnkhno,5th Avenue Guest House,"67 Fifth Avenue, Edenvale, Lethabong (Ekurhuleni), 1609, South Africa",011 452 9175,+27 11 452 9175,-26.14295,28.15064,4.3,https://maps.google.com/?cid=8828995741927453523,"67 Fifth Avenue, Edenvale, Lethabong (Ekurhuleni)",http://www.fifthavenue.co.za/,Gauteng,edendale
27248,ChIJcSe9S5hL6B4RdfyetS9RCYU,5th Seasons Guesthouse,"Entrance 19, Nelspruit towards Barberton, R40, South Africa",084 206 6539,+27 84 206 6539,-25.5334439,30.9462276,4.7,https://maps.google.com/?cid=9586282547187219573,"Entrance 19, Nelspruit towards Barberton, R40",http://www.seasons5.co.za/,Mpumalanga,snymansbult
19416,ChIJQU_a5SoSlR4RPWkZ_xER4m4,6 On Acacia,"6 Acacia Rd, Bedfordview, 2008, South Africa",082 458 5370,+27 82 458 5370,-26.17248,28.15722,4.3,https://maps.google.com/?cid=7989967457900652861,"6 Acacia Road, Bedfordview",not available,Gauteng,bedfordview
19438,ChIJiS9y09cTlR4R9NcSdmoOryE,6 On Capella Guesthouse,"6 Capella Rd, Solheim, Germiston, 1401, South Africa",082 458 5370,+27 82 458 5370,-26.17194,28.168,4.5,https://maps.google.com/?cid=2427174574586255348,"6 Capella Road, Solheim, Germiston",not available,Gauteng,primrose
22383,ChIJT5_oNtOV0R0R5wwaCrZgE9E,6 On Kloof Guesthouse,"6 Kloof St, Bredasdorp, 7280, South Africa",082 576 5481,+27 82 576 5481,-34.53169,20.03726,4.3,https://maps.google.com/?cid=15065491513454234855,"6 Kloof Street, Bredasdorp",https://www.6onkloof.com/,Western Cape,prinskraal
19194,ChIJYx8uVkpylR4RcvuVWXl6w-A,6 on Morris Guest Lodge,"6 Morris St E, Woodmead, Sandton, 2191, South Africa",011 234 4001,+27 11 234 4001,-26.0439691,28.0684161,4.2,https://maps.google.com/?cid=16195923346567068530,"6 Morris Street East, Woodmead, Sandton",http://www.6onmorris.com/contact/contact-us/,Gauteng,west rand garden estate
18842,ChIJO_wO19BylR4R51gJ9HXeeDU,6 on Westbrooke Guesthouse,"6 Westbrooke Dr, Strathavon, Johannesburg, 2031, South Africa",011 784 1083,+27 11 784 1083,-26.09801,28.07197,4.4,https://maps.google.com/?cid=3853074079402252519,"6 Westbrooke Drive, Strathavon, Johannesburg",http://www.6onwestbrooke.co.za/,Gauteng,strathavon
23164,ChIJ7ZbRaa4Lzh0Rca927t2VZO4,6 Stemmet Lodge,"6 Stemmet St, Hermanus, 7200, South Africa",082 841 3547,+27 82 841 3547,-34.413983,19.245454,4.5,https://maps.google.com/?cid=17178019659118980977,"6 Stemmet Street, Hermanus",http://www.6stemmet.co.za/,Western Cape,karwyderskraal
34623,ChIJTaeEtskP9x4R8xegO1zNZpA,601 Umdloti Beach Resort,"South Africa, Umdloti Beach, Umdloti, 4319, South Africa",082 555 4041,+27 82 555 4041,-29.667,31.117,0,https://maps.google.com/?cid=10405229785107142643,"South Africa, Umdloti Beach, Umdloti",not available,KwaZulu Natal,umdhloti beach
14642,ChIJGd4qHWeTwh4R_I7fkaRI2DE,606 Guest House,"Unnamed Road, Dwarsloop-A, Dwarsloop, South Africa",081 018 4696,+27 81 018 4696,-24.7948692,31.0886977,0,https://maps.google.com/?cid=3591700574487154428,"Unnamed Road, Dwarsloop-A, Dwarsloop",not available,Limpopo,bayisonto
14657,ChIJoY69ckiTwh4RfjPpAvBRL2s,606 Guest House,"Stand No 1951, Dwarsloop, 1280, South Africa",081 039 0744,+27 81 039 0744,-24.794635,31.088707,4.8,https://maps.google.com/?cid=7723481977246528382,"Stand No 1951, Dwarsloop",http://www.606guesthouse.co.za/,Limpopo,bayisonto
34618,ChIJTaeEtskP9x4Rher8lMGFEuc,606 Umdloti Beach Resort,"Stellenbosch 7600 South Africa, Umdloti Beach, Umdloti, 4319, South Africa",082 555 4041,+27 82 555 4041,-29.667,31.117,4,https://maps.google.com/?cid=16650517838816930437,"Stellenbosch 7600 South Africa, Umdloti",not available,KwaZulu Natal,umdhloti beach
22691,ChIJ8ylivkxmzB0Rh3qcBYhtxDo,61 On Camps Bay Guesthouse,"61 Camps Bay Dr, Camps Bay, Cape Town, 8005, South Africa",021 437 1018,+27 21 437 1018,-33.95896,18.3787899,4.5,https://maps.google.com/?cid=4234629980612229767,"61 Camps Bay Drive, Camps Bay, Cape Town",https://61-on-camps-bay-guesthouse.business.site/,Western Cape,camps bay
14390,ChIJFykjMdLZxh4RAUnT4fKPlNc,61 On Ireland Guest House & Conferencing,"61&63 Ireland Street, Moregloed, Polokwane Ext 4, Polokwane, 0699, South Africa",079 502 5557,+27 79 502 5557,-23.900237,29.469015,4.6,https://maps.google.com/?cid=15534199288041261313,"61&63 Ireland Street, Moregloed, Polokwane",http://www.61onireland.co.za/,Limpopo,koloti
6715,ChIJjXZ3jZIU9x4RmqpWVbbjsdg,64 Ocean Drive Guesthouse,"64 Ocean Dr, Shaka's Rock, Dolphin Coast, 4420, South Africa",032 525 8343,+27 32 525 8343,-29.51605,31.22956,5,https://maps.google.com/?cid=15614511755325516442,"64 Ocean Drive, Shaka's Rock, Dolphin Coast",http://www.64oceandrivebnb.co.za/contacts.php,Province of KwaZulu-Natal,iLembe District Municipality
22745,ChIJhSNIi9RBzB0R137y4N9TsKg,64 on Clovelly,"64 Clovelly Rd, Clovelly, Cape Town, 7975, South Africa",083 357 8232,+27 83 357 8232,-34.127392,18.433542,5,https://maps.google.com/?cid=12155307615289769687,"64 Clovelly Road, Clovelly, Cape Town",http://www.64onclovelly.co.za/,Western Cape,clovelly
23601,ChIJwXhlunwQzh0R30sc1IddcIA,65onCliff,"65 Cliff St, De Kelders, 7220, South Africa",071 620 7587,+27 71 620 7587,-34.5536884,19.3672249,5,https://maps.google.com/?cid=9255000072206961631,"65 Cliff Street, De Kelders",http://65oncliff.com/,Western Cape,die kelders
32609,ChIJXzyKyufKzR0RQbSZYA-pEGs,68 on Hofmeyr,"68 Hofmeyer St, Strand, Cape Town, 7139, South Africa",021 854 4123,+27 21 854 4123,-34.121343,18.834175,4.9,https://maps.google.com/?cid=7714852045195949121,"68 Hofmeyer Street, Strand, Cape Town",http://www.68onhofmeyr.co.za/,Eastern Cape,venter fontein
19221,ChIJxyrIuj1nlR4RtNPeSKHW8eQ,693 @ Lindross,"693 Lindros St, Wingate Park, Pretoria, 0153, South Africa",not available,not available,-25.8244218,28.2680455,4.7,https://maps.google.com/?cid=16497202898235478964,"693 Lindros Street, Wingate Park, Pretoria",https://m.lekkeslaap.co.za/akkommodasie/693--lindros,Gauteng,wingate park
6357,ChIJ20WAEEgzfx4Rzl4c6BM9XXA,7 at Grey Bed and Breakfast,"Grey St, Uniondale, 6460, South Africa",072 504 1135,+27 72 504 1135,-33.6593446,23.1220659,4.5,https://maps.google.com/?cid=8096694860789866190,"Grey Street, Uniondale",http://uniondale.co.za/index.php?page_name=more&listing_id=31&accommodation=7+at+Grey+B%26B,Western Cape,South Cape DC
22325,ChIJuYH9HO5F0h0RjBmkNUGlfEo,7 Church Street,"7 Kerk St, Bergsig, Montagu, 6720, South Africa",023 614 2351,+27 23 614 2351,-33.788607,20.1193137,0,https://maps.google.com/?cid=5367346555410192780,"7 Kerk Street, Bergsig, Montagu",http://www.7churchstreet.co.za/,Western Cape,bergsig
22319,ChIJuYH9HO5F0h0ReCFZLasrEYI,7 Church Street Luxury Guest House,"7 Church Street, Bergsig, Montagu, 6720, South Africa",023 614 1186,+27 23 614 1186,-33.7886472,20.1193444,4.8,https://maps.google.com/?cid=9372320313734930808,"7 Church Street, Montagu",http://www.7churchstreet.co.za/,Western Cape,bergsig
31848,ChIJbfvX0A01fR4ROw5dp__wjRQ,7 Cities Guesthouse,"14 State President, Pres C R Swart St, Cradock, 5880, South Africa",048 881 1125,+27 48 881 1125,-32.1597561,25.62491,4.3,https://maps.google.com/?cid=1481104833289981499,"14 State President, Pres C R Swart Street, Cradock",not available,Eastern Cape,groot-samenkomst
23086,ChIJ04BpVwK9zR0RpSr574__e4c,7 Koppies,"7 Koppies Farm, Wemmershoek, Franschhoek, 7691, South Africa",076 359 5077,+27 76 359 5077,-33.8606829,19.0459325,5,https://maps.google.com/?cid=9762677610927172261,"7 Koppies Farm, Wemmershoek, Franschhoek",https://www.7koppies.co.za/,Western Cape,hou moed
22556,ChIJK7Skvv5bzB0RcIDiFtEPLGk,7 On Bakers,"7 Bakers Cres, Summer Greens, Cape Town, 7441, South Africa",082 481 6455,+27 82 481 6455,-33.8830661,18.5270263,3.6,https://maps.google.com/?cid=7578449663664226416,"7 Bakers Crescent, Summer Greens, Cape Town",https://7-on-bakers.business.site/,Western Cape,bothasig
22818,ChIJbzkt46JezB0RVRHESc5MaWQ,7 on Disa Self-catering Accommodation,"Milnerton, 7 Disa St, Milnerton, Cape Town, 7441, South Africa",082 979 5554,+27 82 979 5554,-33.87308,18.50157,4.1,https://maps.google.com/?cid=7235398725231972693,"Milnerton, 7 Disa Street, Milnerton, Cape Town",http://7-on-disa-self-catering-accommodation.business.site/,Western Cape,de grendle farm
33201,ChIJ0xH7_ctxlR4RbhoBiZV2Ht4,7 on Whisken Guest House,"7 Whisken Ave, Carlswald, Midrand, 1684, South Africa",084 252 7026,+27 84 252 7026,-25.9766596,28.0943141,4,https://maps.google.com/?cid=16005360510342077038,"7 Whisken Avenue, Carlswald, Midrand",http://www.7onwhisken.co.za/,Eastern Cape,blue hills
21781,ChIJpTGx0rWneB4RXqj2iAXfhLM,7 Passes Tented Camp,"Mandalay farm, 7 Passes Road, Woodville, 6530, South Africa",079 403 6585,+27 79 403 6585,-33.9502202,22.6623531,4.4,https://maps.google.com/?cid=12935709244580603998,"Mandalay farm, 7 Passes Road, Woodville",http://www.7passes.co.za/,Western Cape,woodville
20623,ChIJOTooQClXzB0Rgd07EV8GxTA,7 Pillars BnB,"20 Keurboom St, Sonstraal, Cape Town, 7550, South Africa",065 999 0980,+27 65 999 0980,-33.8505,18.66061,5,https://maps.google.com/?cid=3514222089613335937,"20 Keurboom Street, Sonstraal, Cape Town",not available,Western Cape,stellenberg
34072,ChIJZygZLVEfZx4Rib5OCCD9ZZo,7 Rainbird Place B&B,"7 Rainbird-Place, Gonubie North, East London, 5256, South Africa",082 821 9325,+27 82 821 9325,-32.934454,28.0104,4.6,https://maps.google.com/?cid=11125576768508837513,"7 Rainbird-Place, Gonubie North, East London",https://7-rainbird-place-bb.business.site/,Eastern Cape,gonubie mouth
33763,ChIJKy8EDYhfzB0Rcj_lFswdwnQ,7 Views Self Catering Beachfront Apartment,"Sir David Baird Dr, Bloubergstrand, Cape Town, 7441, South Africa",084 511 8182,+27 84 511 8182,-33.802937,18.46251,4.3,https://maps.google.com/?cid=8413319816276164466,"Sir David Baird Drive, Bloubergstrand, Cape Town",not available,Eastern Cape,rockhaven
23233,ChIJk6FEt19nzB0RNGXJcypVWDc,702 Canal Quays,"Off West Key Road, Roggebaai Canal, Waterfront, Cape Town City Centre, Cape Town, 8001, South Africa",021 788 8235,+27 21 788 8235,-33.9173649,18.4266291,3.5,https://maps.google.com/?cid=3988031110856140084,"Off West Key Road, Roggebaai Canal, Waterfront, Cape Town",http://www.702canalquays.co.za/,Western Cape,roggebaai
34150,ChIJLx_z9zup9x4RKqJ5kADw_p0,704 Oyster Rock,"2 Lighthouse Rd, Grosvenor, Durban, 4052, South Africa",076 205 1920,+27 76 205 1920,-29.908338,31.017057,0,https://maps.google.com/?cid=11384800793253749290,"2 Lighthouse Road, Grosvenor, Durban",not available,KwaZulu Natal,grosvenor
20098,ChIJYctLkuJdlR4RzbBlJlECbac,730 On Sher Guest House,"730 Sher St, Garsfontein, Pretoria, 0042, South Africa",082 396 2568,+27 82 396 2568,-25.796304,28.313154,5,https://maps.google.com/?cid=12064301524355231949,"730 Sher Street, Garsfontein, Pretoria",http://www.730onsher.co.za/,Gauteng,garsfontein
34794,ChIJt3oRpZD58R4RHHz9ojbAti8,"75 Hilary Drive, Ballito Holiday Destination","12 Union St, Dundee, 3000, South Africa",not available,not available,-28.155961,30.2348,0,https://maps.google.com/?cid=3438146706439240732,"12 Union Street, Dundee",not available,KwaZulu Natal,van tonders pass
20071,ChIJEa40npF1lR4R469Xsp4CQhY,777 Guest House,"332 Long Ave, Ferndale, Randburg, 2194, South Africa",065 649 9169,+27 65 649 9169,-26.0906999,27.98655,2,https://maps.google.com/?cid=1603847297917497315,"332 Long Avenue, Ferndale, Randburg",http://777guesthouse.co.za/,Gauteng,ferndale
23473,ChIJNSg0XtQLzh0RhRF9vSNdvDA,78on5th in Hermanus,"78 5th St, Hermanus, 7200, South Africa",028 314 1601,+27 28 314 1601,-34.4047739,19.2787766,4.5,https://maps.google.com/?cid=3511784217526473093,"78 5th Street, Hermanus",http://78on5th.co.za/index.php,Western Cape,mossel river
34446,ChIJqZkUIFO89h4RRpksH8Kxlc8,79 On Ridge Bed and Breakfast,"79 Ridge Rd, Scottsville, Pietermaritzburg, 3200, South Africa",033 346 2130,+27 33 346 2130,-29.62101,30.39824,4.8,https://maps.google.com/?cid=14958057184685758790,"79 Ridge Road, Scottsville, Pietermaritzburg",https://www.79onridge.co.za/,KwaZulu Natal,thornville
23866,ChIJS_nMXzGd7B4Rl_ww3PrM-HU,7de Hemel Acommodation,"7 Badger St, Standerton, 2430, South Africa",071 413 0393,+27 71 413 0393,-26.9170322,29.2260953,3.5,https://maps.google.com/?cid=8500769674469899415,"7 Badger Street, Standerton",not available,Free State,gruisplaats
32012,ChIJw8zdf9BdZB4R2b1ZtBkwQ4s,7guesthouse.com,"7 Scotts Ave, Grahamstown, 6139, South Africa",083 750 9980,+27 83 750 9980,-33.31139,26.522672,2.8,https://maps.google.com/?cid=10034917281669692889,"7 Scotts Avenue, Grahamstown",http://www.7guesthouse.com/,Eastern Cape,healdton fingo
15580,ChIJ_xzJSQwuwh4Rc0UOa021UVY,7TH HEAVEN GUEST HOUSE,"Burgersfort, 1150, South Africa",083 389 3077,+27 83 389 3077,-24.6777966,30.3247366,4.1,https://maps.google.com/?cid=6219951904488572275,Burgersfort,http://seventhheaven.co.za/,Limpopo,mogaba
17298,ChIJAQAAABsuwh4RKw9rV9gjRA8,7th Heaven Guest House,"Burgersfort, 1150, South Africa",083 389 3077,+27 83 389 3077,-24.6813666,30.3349024,0,https://maps.google.com/?cid=1100043621071785771,Burgersfort,http://www.seventhguesthouse.co.za/,Limpopo,mogaba
15321,ChIJg68TuNRrvx4R9PhqZRJ2g_A,7th Hole Golf Lodge,"9 Francolin Street, Koro Creek Golf Estate, Modimolle, 0510, South Africa",014 717 1216,+27 14 717 1216,-24.696154,28.3885,3.4,https://maps.google.com/?cid=17330825612434798836,"9 Francolin Street, Koro Creek Golf Estate, Modimolle",http://www.7thholegolflodge.co.za/,Limpopo,raymond estates
20083,ChIJx2rkW6N2lR4RSNKcI8y5LmA,8 Ibis Lane Guest House,"8 Ibis Ln, Fourways, Sandton, 2055, South Africa",082 452 0994,+27 82 452 0994,-26.024413,28.000648,4,https://maps.google.com/?cid=6930681162991718984,"8 Ibis Lane, Fourways, Sandton",not available,Gauteng,four ways
19602,ChIJ07oXR6BzlR4RRIf01Ey6Drs,8 Landsdowne Bed & Breakfast,"8 Landsdowne Rd, Bryanston, Sandton, 2191, South Africa",083 325 6109,+27 83 325 6109,-26.0669239,28.0436448,4.4,https://maps.google.com/?cid=13478915573919549252,"8 Landsdowne Road, Bryanston, Sandton",http://www.8landsdowne.co.za/,Gauteng,bryanston
22852,ChIJ7c86aHtrzB0RdxrFOe6lFHY,8 on Orca,"8 Orca Close Klein Slandkop Estate, Klein Slangkop, Kommetjie, 7945, South Africa",082 788 4237,+27 82 788 4237,-34.13149,18.33947,5,https://maps.google.com/?cid=8508608038599727735,"8 Orca Close Klein Slandkop Estate, Kommetjie",not available,Western Cape,ocean view
34764,ChIJZXMP5OsT9x4RPefYbsSpluM,8 Phezulu Villa - Game of Life,"Port Zimbali, Dolphin Coast, 4399, South Africa",011 706 3255,+27 11 706 3255,-29.5621473,31.1886088,4.3,https://maps.google.com/?cid=16399481754254632765,"Port Zimbali, Dolphin Coast",http://www.gameoflife.co.za/,KwaZulu Natal,upper tongaat
34769,ChIJXWnfvOkT9x4RI8y8K2KuyQc,8 Tinderwood Lane,"8 Tinderwood Lane Zimbali Coastal Resort Zimbali, Dolphin Coast, 4422, South Africa",083 786 1101,+27 83 786 1101,-29.5642953,31.1855562,5,https://maps.google.com/?cid=561171365248158755,8 Tinderwood Lane Zimbali Coastal Resort Zimbali,https://luxuryzimbaliaccommodation.com/8-tinderwood-lane/,KwaZulu Natal,upper tongaat
23686,ChIJvYZ3KjVXzB0R9sFRhNfoiLA,80 Kendal Luxury Self Catering Guest House,"80 Kendal Rd, Eversdal, Bellville, 7530, South Africa",021 979 5118,+27 21 979 5118,-33.8630437,18.6535157,3.6,https://maps.google.com/?cid=12720673159843529206,"80 Kendal Road, Eversdal, Bellville",http://www.guesthomes.biz/,Western Cape,eversdal
26305,ChIJNeVue_nEjx4R7OYIWQqElhw,80 on Benade,"80 Benade Dr, Fichardt Park, Bloemfontein, 9317, South Africa",084 444 4454,+27 84 444 4454,-29.14183,26.17496,4.4,https://maps.google.com/?cid=2059979059546875628,"80 Benade Drive, Fichardt Park, Bloemfontein",http://80onbenade.co.za/contact-us/,Free State,fichardtpark
20007,ChIJL6STTu5hlR4Rw4z1lFpm0yU,800@Merton,"800 Merton Ave, Eastwood, Pretoria, 0083, South Africa",082 258 3441,+27 82 258 3441,-25.742199,28.219524,4.4,https://maps.google.com/?cid=2725634738721492163,"800 Merton Avenue, Eastwood, Pretoria",not available,Gauteng,eastwood
19809,ChIJ_____8ZUlB4RIrfkrz4fXT8,808 Evaton North,"1541, 1534 Twayi St, Evaton North, Evaton, 1980, South Africa",079 474 0120,+27 79 474 0120,-26.5114643,27.857517,0,https://maps.google.com/?cid=4565839951322986274,"1541, 1534 Twayi Street, Evaton North, Evaton",not available,Gauteng,homestead apple orchards
19369,ChIJje24Vv3bvx4RgxalTSbwOpY,81 Hotel,"Lavender Rd, Onderstepoort, Pretoria, 0110, South Africa",010 762 6988,+27 10 762 6988,-25.646466,28.1946287,0,https://maps.google.com/?cid=10825228701640496771,"Lavender Road, Onderstepoort, Pretoria",not available,Gauteng,annlin
